Mutex Lock,16,0.224765
Mutex Lock,32,0.210383
Mutex Lock,32,0.226093
Mutex Lock,64,0.221255
Mutex Lock,64,0.236356
Mutex Lock,128,0.245695
Mutex Lock,128,0.267836
Mutex Lock,256,0.345777
Mutex Lock,256,0.36176
Mutex Lock,512,0.371762
Mutex Lock,512,0.388941
Mutex Lock,1024,0.544678
Mutex Lock,1024,0.571339
Mutex Lock,2048,0.874895
Mutex Lock,2048,0.906718
Conditional Mutex,2,0.142873
Conditional Mutex,2,0.152166
Conditional Mutex,4,0.140511
Conditional Mutex,4,0.149825
Conditional Mutex,8,0.14024
Conditional Mutex,8,0.14846
Conditional Mutex,16,0.138318
Conditional Mutex,16,0.148511
Conditional Mutex,32,0.142898
Conditional Mutex,32,0.148103
Conditional Mutex,64,0.146003
Conditional Mutex,64,0.156121
Conditional Mutex,128,0.159134
Conditional Mutex,128,0.176423
Conditional Mutex,256,0.195585
Conditional Mutex,256,0.20746
Conditional Mutex,512,0.249477
Conditional Mutex,512,0.26729
Conditional Mutex,1024,0.385657
Conditional Mutex,1024,0.406972
Conditional Mutex,2048,0.61574
Conditional Mutex,2048,0.639207
Conditional Mutex-alt,2,0.141115
Conditional Mutex-alt,2,0.142477
Conditional Mutex-alt,4,0.136118
Conditional Mutex-alt,4,0.139105
Conditional Mutex-alt,8,0.136595
Conditional Mutex-alt,8,0.14088
Conditional Mutex-alt,16,0.13456
Conditional Mutex-alt,16,0.136422
Conditional Mutex-alt,32,0.136008
Conditional Mutex-alt,32,0.13968
Conditional Mutex-alt,64,0.140936
Conditional Mutex-alt,64,0.143757
Conditional Mutex-alt,128,0.157515
Conditional Mutex-alt,128,0.160703
Conditional Mutex-alt,256,0.191409
Conditional Mutex-alt,256,0.192182
Conditional Mutex-alt,512,0.239957
Conditional Mutex-alt,512,0.242942
Conditional Mutex-alt,1024,0.365839
Conditional Mutex-alt,1024,0.373967
Conditional Mutex-alt,2048,0.583786
Conditional Mutex-alt,2048,0.595477
T merge,2,0.0464393
T merge,2,0.0532576
T merge,4,0.043716
T merge,4,0.0453233
T merge,8,0.0349453
T merge,8,0.0377131
T merge,16,0.0300107
T merge,16,0.0328271
T merge,32,0.031577
T merge,32,0.035077
T merge,64,0.0308367
T merge,64,0.0334219
T merge,128,0.0393645
T merge,128,0.0404112
T merge,256,0.0471827
T merge,256,0.0476401
T merge,512,0.0604754
T merge,512,0.0613764
T merge,1024,0.0928769
T merge,1024,0.101188
T merge,2048,0.161683
T merge,2048,0.183792
Original,2,0.116728
Original,2,0.122947
Original,4,0.15995
Original,4,0.171149
Original,8,0.115072
Original,8,0.115649
Original,16,0.109955
Original,16,0.116612
Original,32,0.164964
Original,32,0.174429
Original,64,0.122984
Original,64,0.124984
Original,128,0.128907
Original,128,0.143985
Original,256,0.167795
Original,256,0.17621
Original,512,0.216527
Original,512,0.223935
Original,1024,0.324719
Original,1024,0.338702
Original,2048,0.506097
Original,2048,0.531296
Serial Vector,2,0.122034
Serial Vector,2,0.130596
Serial Vector,4,0.162745
Serial Vector,4,0.166728
Serial Vector,8,0.120198
Serial Vector,8,0.128912
Serial Vector,16,0.112184
Serial Vector,16,0.119785
Serial Vector,32,0.125107
Serial Vector,32,0.133361
Serial Vector,64,0.122082
Serial Vector,64,0.126946
Serial Vector,128,0.139985
Serial Vector,128,0.155826
Serial Vector,256,0.165565
Serial Vector,256,0.166912
Serial Vector,512,0.215068
Serial Vector,512,0.218443
Serial Vector,1024,0.321948
Serial Vector,1024,0.327604
Serial Vector,2048,0.536953
Serial Vector,2048,0.556647
Mutex Lock,2,0.209025
Mutex Lock,2,0.224278
Mutex Lock,4,0.210027
Mutex Lock,4,0.222579
Mutex Lock,8,0.20327
Mutex Lock,8,0.223166
Mutex Lock,16,0.208441
Mutex Lock,16,0.224388
Mutex Lock,32,0.214359
Mutex Lock,32,0.227154
Mutex Lock,64,0.222132
Mutex Lock,64,0.23714
Mutex Lock,128,0.245369
Mutex Lock,128,0.266151
Mutex Lock,256,0.283564
Mutex Lock,256,0.301414
Mutex Lock,512,0.372536
Mutex Lock,512,0.391642
Mutex Lock,1024,0.546266
Mutex Lock,1024,0.56934
Mutex Lock,2048,0.879173
Mutex Lock,2048,0.907932
Conditional Mutex,2,0.141936
Conditional Mutex,2,0.151221
Conditional Mutex,4,0.136845
Conditional Mutex,4,0.14936
Conditional Mutex,8,0.134869
Conditional Mutex,8,0.147361
Conditional Mutex,16,0.137658
Conditional Mutex,16,0.14456
Conditional Mutex,32,0.137051
Conditional Mutex,32,0.148072
Conditional Mutex,64,0.146987
Conditional Mutex,64,0.158524
Conditional Mutex,128,0.162294
Conditional Mutex,128,0.177712
Conditional Mutex,256,0.195369
Conditional Mutex,256,0.207803
Conditional Mutex,512,0.251037
Conditional Mutex,512,0.263836
Conditional Mutex,1024,0.380272
Conditional Mutex,1024,0.400736
Conditional Mutex,2048,0.61542
Conditional Mutex,2048,0.639806
Conditional Mutex-alt,2,0.143443
Conditional Mutex-alt,2,0.152434
Conditional Mutex-alt,4,0.138213
Conditional Mutex-alt,4,0.147057
Conditional Mutex-alt,8,0.13844
Conditional Mutex-alt,8,0.14833
Conditional Mutex-alt,16,0.139687
Conditional Mutex-alt,16,0.146771
Conditional Mutex-alt,32,0.143834
Conditional Mutex-alt,32,0.149147
Conditional Mutex-alt,64,0.148999
Conditional Mutex-alt,64,0.156474
Conditional Mutex-alt,128,0.157085
Conditional Mutex-alt,128,0.175452
Conditional Mutex-alt,256,0.188724
Conditional Mutex-alt,256,0.202199
Conditional Mutex-alt,512,0.253571
Conditional Mutex-alt,512,0.264745
Conditional Mutex-alt,1024,0.386077
Conditional Mutex-alt,1024,0.401743
Conditional Mutex-alt,2048,0.622959
Conditional Mutex-alt,2048,0.635614
T merge,2,0.0476751
T merge,2,0.0535997
T merge,4,0.0373996
T merge,4,0.0441171
T merge,8,0.0337163
T merge,8,0.0354871
T merge,16,0.0308871
T merge,16,0.033138
T merge,32,0.0324504
T merge,32,0.032663
T merge,64,0.0341838
T merge,64,0.034336
T merge,128,0.0371544
T merge,128,0.0392389
T merge,256,0.0434748
T merge,256,0.0460262
T merge,512,0.0597824
T merge,512,0.0630384
T merge,1024,0.0941312
T merge,1024,0.103631
T merge,2048,0.162256
T merge,2048,0.171258
Original,2,0.119879
Original,2,0.129442
Original,4,0.16466
Original,4,0.173522
Original,8,0.112646
Original,8,0.11574
Original,16,0.159782
Original,16,0.167085
Original,32,0.165242
Original,32,0.174982
Original,64,0.132112
Original,64,0.137384
Original,128,0.132872
Original,128,0.14407
Original,256,0.161347
Original,256,0.180277
Original,512,0.224271
Original,512,0.244151
Original,1024,0.344474
Original,1024,0.362204
Original,2048,0.536787
Original,2048,0.5682
Serial Vector,2,0.125059
Serial Vector,2,0.133954
Serial Vector,4,0.116696
Serial Vector,4,0.121498
Serial Vector,8,0.110138
Serial Vector,8,0.118324
Serial Vector,16,0.110513
Serial Vector,16,0.11925
Serial Vector,32,0.120535
Serial Vector,32,0.130841
Serial Vector,64,0.12888
Serial Vector,64,0.136997
Serial Vector,128,0.140042
Serial Vector,128,0.153713
Serial Vector,256,0.163129
Serial Vector,256,0.1664
Serial Vector,512,0.22176
Serial Vector,512,0.229692
Serial Vector,1024,0.3173
Serial Vector,1024,0.325152
Serial Vector,2048,0.54359
Serial Vector,2048,0.571594
Mutex Lock,2,0.213395
Mutex Lock,2,0.225297
Mutex Lock,4,0.207349
Mutex Lock,4,0.218318
Mutex Lock,8,0.202163
Mutex Lock,8,0.219324
Mutex Lock,16,0.20699
Mutex Lock,16,0.222344
Mutex Lock,32,0.213095
Mutex Lock,32,0.221637
Mutex Lock,64,0.221815
Mutex Lock,64,0.235711
Mutex Lock,128,0.24153
Mutex Lock,128,0.260142
Mutex Lock,256,0.291154
Mutex Lock,256,0.302975
Mutex Lock,512,0.375125
Mutex Lock,512,0.386293
Mutex Lock,1024,0.538494
Mutex Lock,1024,0.566942
Mutex Lock,2048,0.879658
Mutex Lock,2048,0.905677
Conditional Mutex,2,0.139905
Conditional Mutex,2,0.1419
Conditional Mutex,4,0.134926
Conditional Mutex,4,0.13581
Conditional Mutex,8,0.137318
Conditional Mutex,8,0.137833
Conditional Mutex,16,0.135216
Conditional Mutex,16,0.137921
Conditional Mutex,32,0.136613
Conditional Mutex,32,0.139447
Conditional Mutex,64,0.140379
Conditional Mutex,64,0.146247
Conditional Mutex,128,0.160274
Conditional Mutex,128,0.165107
Conditional Mutex,256,0.186732
Conditional Mutex,256,0.19146
Conditional Mutex,512,0.243133
Conditional Mutex,512,0.24357
Conditional Mutex,1024,0.369851
Conditional Mutex,1024,0.371518
Conditional Mutex,2048,0.588447
Conditional Mutex,2048,0.608682
Conditional Mutex-alt,2,0.137172
Conditional Mutex-alt,2,0.141272
Conditional Mutex-alt,4,0.136018
Conditional Mutex-alt,4,0.139171
Conditional Mutex-alt,8,0.134916
Conditional Mutex-alt,8,0.140445
Conditional Mutex-alt,16,0.134147
Conditional Mutex-alt,16,0.135791
Conditional Mutex-alt,32,0.135406
Conditional Mutex-alt,32,0.137228
Conditional Mutex-alt,64,0.141931
Conditional Mutex-alt,64,0.143461
Conditional Mutex-alt,128,0.154256
Conditional Mutex-alt,128,0.161184
Conditional Mutex-alt,256,0.186902
Conditional Mutex-alt,256,0.192072
Conditional Mutex-alt,512,0.244254
Conditional Mutex-alt,512,0.245366
Conditional Mutex-alt,1024,0.367089
Conditional Mutex-alt,1024,0.373181
Conditional Mutex-alt,2048,0.582827
Conditional Mutex-alt,2048,0.590712
T merge,2,0.0463081
T merge,2,0.0521896
T merge,4,0.0379218
T merge,4,0.0429107
T merge,8,0.0331991
T merge,8,0.0358615
T merge,16,0.0310463
T merge,16,0.0322199
T merge,32,0.0326904
T merge,32,0.0328151
T merge,64,0.0339754
T merge,64,0.0351209
T merge,128,0.0385959
T merge,128,0.0397363
T merge,256,0.0469967
T merge,256,0.0470353
T merge,512,0.0596813
T merge,512,0.0645411
T merge,1024,0.0940844
T merge,1024,0.100275
T merge,2048,0.15911
T merge,2048,0.169409
Original,2,0.168307
Original,2,0.178419
Original,4,0.11066
Original,4,0.122938
Original,8,0.118693
Original,8,0.127315
Original,16,0.123477
Original,16,0.129822
Original,32,0.113436
Original,32,0.121295
Original,64,0.129554
Original,64,0.134431
Original,128,0.13453
Original,128,0.147421
Original,256,0.175964
Original,256,0.18723
Original,512,0.208619
Original,512,0.224523
Original,1024,0.337626
Original,1024,0.358534
Original,2048,0.540402
Original,2048,0.571995
Serial Vector,2,0.124455
Serial Vector,2,0.132546
